FY	SN	MODEL	DEST	CHASSIS	LCD PANEL	LCD_LABEL	LCD_VENDOR	INVERTER/LD	I_LABEL/LD_LABEL	TCON	T_LABEL	MAIN BOARD	M_LABEL	PSU	PSU_LABEL	REMOTE COMMANDER	REMOTE COMMANDER_LABEL
FY10	All	KLV-32BX301		AZ1A_5-2	181105811	LTY320AP04/AP05	S-LCD	185763411	LJ9702545A			A1750430A	BAA	A1752778A	G2LE	148770511	RM-GA019
FY10	All	KLV-32NX400		AZ1A_5-2	181105811	LTY320AP04/AP05	S-LCD	185763411	LJ9702545A			A1762667A	BAA	A1752778A/A1774000A	G2LE	148770111	RM-GA018
FY10	All	KLV-32NX500		AZ1A_5-2	181105911	LTY320HM01	S-LCD	185763411	LJ9702545A	185763611	LJ9403258E	A1752269A	BAA FHD	A1752778A/A1774000A	G2LE	148770111	RM-GA018
FY10	All	KLV-40BX400		AZ1A_5-2	181106011	LTY400HM01	S-LCD	185764011	LJ9702541A	185763911	LJ9403055J	A1757169A	BAA	A1752780A/A1774004A	G2HE	148770511	RM-GA019
FY10	All	KLV-40BX400		AZ1A_5-2	181107511	T400HW03V0	AUO	185774311	1940T04001	185774211	5540T04C04	A1757169A	BAA	A1752780A/A1774004A	G2HE	148770511	RM-GA019
FY10	All	KLV-40BX401		AZ1A_5-2	181106011	LTY400HM01	S-LCD	185764011	LJ9702541A	185763911	LJ9403055J	A1757169A	BAA	A1752780A	G2HE	148770511	RM-GA019
FY10	All	KLV-40BX401		AZ1A_5-2	181107511	T400HW03V0	AUO	185774311	1940T04001	185774211	5540T04C04	A1757169A	BAA	A1752780A	G2HE	148770511	RM-GA019
FY10	All	KLV-40NX500		AZ1A_5-2	181106011	LTY400HM01	S-LCD	185764011	LJ9702541A	185763911	LJ9403055J	A1752269A	BAA FHD	A1752780A/A1774004A	G2HE	148770111	RM-GA018
FY10	All	KLV-40NX500		AZ1A_5-2	181107511	T400HW03V0	AUO	185774311	1940T04001	185774211	5540T04C04	A1752269A	BAA FHD	A1752780A/A1774004A	G2HE	148770111	RM-GA018
FY10	All	KDL-32EX40B		AZ1BD_3a-BD	181105911	LTY320HM01	S-LCD	185763411	LJ9702545A	185763611	LJ9403258E	A1772836A	BAL	147420911	G1HS	148776611	RM-ED029
FY10	All	KDL-32EX43B		AZ1BD_3a-BD	181105911	LTY320HM01	S-LCD	185763411	LJ9702545A	185763611	LJ9403258E	A1772837A	BAL	147420911	G1HS	148776611	RM-ED029
FY10	All	KDL-40EX40B		AZ1BD_3a-BD	181106011	LTY400HM01	S-LCD	185764011	LJ9702541A	185763911	LJ9403055J	A1772836A	BAL	147421011	G3E	148776611	RM-ED029
FY10	All	KDL-40EX43B		AZ1BD_3a-BD	181106011	LTY400HM01	S-LCD	185764011	LJ9702541A	185763911	LJ9403055J	A1772837A	BAL	147421011	G3E	148776611	RM-ED029
FY10	All	KDL-40LX900		AZ1H_1a	A1785371A	P-MOD40LETT	SONY	NA		185774711	X4400TPZD	A1783050A	BEHS	147422211	GE5	148771413	RM-ED030
FY10	All	KDL-40LX903		AZ1H_1a	A1785371A	P-MOD40LETT	SONY	NA		185774711	X4400TPZD	A1783459A	BEHS T2	147422211	GE5	148771413	RM-ED030
FY10	All	KDL-40LX904		AZ1H_1a	A1785371A	P-MOD40LETT	SONY	NA		185774711	X4400TPZD	A1783556A	BEHS IT	147422211	GE5	148771413	RM-ED030
FY10	All	KDL-40LX905		AZ1H_1a	A1785371A	P-MOD40LETT	SONY	NA		185774711	X4400TPZD	A1783464A	BEHS SAT	147422211	GE5	148771413	RM-ED030
FY10	All	KDL-52LX900		AZ1H_1a	A1785373A	P-MOD52LETT	SONY	NA		185776211	X4400TPZF	A1783050A	BEHS	147422111	GE4B	148771413	RM-ED030
FY10	All	KDL-52LX900		AZ1H_1a	A1793141A	P-MOD52LETT	SONY	NA		185780011				147422111	GE4B	148771413	RM-ED030
FY10	All	KDL-52LX904		AZ1H_1a	A1785373A	P-MOD52LETT	SONY	NA		185776211	X4400TPZF	A1783556A	BEHS IT	147422111	GE4B	148771413	RM-ED030
FY10	All	KDL-52LX905		AZ1H_1a	A1785373A	P-MOD52LETT	SONY	NA		185776211	X4400TPZF	A1783464A	BEHS SAT	147422111	GE4B	148771413	RM-ED030
FY10	All	KDL-60LX900		AZ1H_1a	A1785374A	P-MOD60LETT	SONY	NA		185774911	X4400TPZG	A1783050A	BEHS	147422011	GE4A	148771413	RM-ED030
FY10	All	KDL-60LX903		AZ1H_1a	A1785374A	P-MOD60LETT	SONY	NA		185774911	X4400TPZG	A1783459A	BEHS T2	147422011	GE4A	148771413	RM-ED030
FY10	All	KDL-60LX905		AZ1H_1a	A1785374A	P-MOD60LETT	SONY	NA		185774911	X4400TPZG	A1783464A	BEHS SAT	147422011	GE4A	148771413	RM-ED030
FY10	All	KDL-55NX815		AZ1H_2a-1.5	A1795011A	T-MOD S55TQL-S	SONY	185784911	LJ9703088A	185784511	LJ9403494G	A1788130A	BEHT SAT	147425711	G9B	148771413	RM-ED030
FY10	All	KDL-40NX800		AZ1H_2a-2	181109311	LK400D3LA8S	SHARP	NA		185782511	K4400TPZZ	A1766469A	BEHS	A1754373A	GE3A	148771511	RM-ED031
FY10	All	KDL-40NX803		AZ1H_2a-2	181109311	LK400D3LA8S	SHARP	NA		185782511	K4400TPZZ	A1770313A	BEHS T2	A1754373A	GE3A	148771511	RM-ED031
FY10	All	KDL-40NX805		AZ1H_2a-2	181109311	LK400D3LA8S	SHARP	NA		185782511	K4400TPZZ	A1769011A	BEHS SAT	A1754373A	GE3A	148771511	RM-ED031
FY10	All	KDL-52NX800		AZ1H_2a-2	181109511	LK520D3LB2S	SHARP	NA		185783011	K4400TPZB	A1766469A	BEHS	A1754368A	GE2B	148771511	RM-ED031
FY10	All	KDL-52NX803		AZ1H_2a-2	181109511	LK520D3LB2S	SHARP	NA		185783011	K4400TPZB	A1770313A	BEHS T2	A1754368A	GE2B	148771511	RM-ED031
FY10	All	KDL-52NX805		AZ1H_2a-2	181109511	LK520D3LB2S	SHARP	NA		185783011	K4400TPZB	A1769011A	BEHS SAT	A1754368A	GE2B	148771511	RM-ED031
FY10	All	KDL-40NX710		AZ1H_2a-2.5	A1795009A	T-MOD S40TDL-S	SONY	185784611	LJ9703086A	185784211	LJ9403678C	A1788128A	BEHT	147425611	G9A	148771413	RM-ED030
FY10	All	KDL-46NX713		AZ1H_2a-2.5	A1795010A	T-MOD S46TDL-S	SONY	185784711	LJ9703087A	185784311	LJ9403658D	A1788129A	BEHT UK	147425711	G9B	148771413	RM-ED030
FY10	All	KDL-40NX700		AZ1H_2a-3	181114511	LK400D3LA4T	SHARP	NA		185782411	K4353TPZD	A1766469A	BEHS	A1754373A	G3A	148771511	RM-ED031
FY10	All	KDL-40NX703		AZ1H_2a-3	181114511	LK400D3LA4T	SHARP	NA		185782411	K4353TPZD	A1770313A	BEHS T2	A1754373A	G3A	148771511	RM-ED031
FY10	All	KDL-40NX705		AZ1H_2a-3	181114511	LK400D3LA4T	SHARP	NA		185782411	K4353TPZD	A1769011A	BEHS SAT	A1754373A	G3A	148771511	RM-ED031
FY10	All	KDL-46NX700		AZ1H_2a-3	181114611	LK460D3LA8T	SHARP	NA		185782711	K4353TPZE	A1766469A	BEHS	A1754368A	GE2B	148771511	RM-ED031
FY10	All	KDL-46NX703		AZ1H_2a-3	181114611	LK460D3LA8T	SHARP	NA		185782711	K4353TPZE	A1770313A	BEHS T2	A1754368A	GE2B	148771511	RM-ED031
FY10	All	KDL-46NX705		AZ1H_2a-3	181114611	LK460D3LA8T	SHARP	NA		185782711	K4353TPZE	A1769011A	BEHS SAT	A1754368A	GE2B	148771511	RM-ED031
FY10	All	KDL-19BX200		AZ1K_5-3	181119711	LTM185AT01 R01	SAMSUNG	NA		NA		185768211	MB	147424111	Power unit	148903711	RM-ED037
FY10	All	KDL-19BX200		AZ1K_5-3	181119721	M185XW01 V00D	AUO	NA		NA		185768211	MB	147424121	Power unit	148903711	RM-ED037
FY10	All	KDL-19BX200		AZ1K_5-3	181119731	LC185WH1 TLG1	LG	NA		NA		185768211	MB	147424111	Power unit	148903711	RM-ED037
FY10	All	KDL-19BX200		AZ1K_5-3	181119741	LTM185AT01 R04	SAMSUNG	NA		NA		185768211	MB	147424121	Power unit	148903711	RM-ED037
FY10	All	KDL-19BX200		AZ1K_5-3	181119751	M185XW01 V208	AUO	NA		NA		185768211	MB	147424121	Power unit	148903711	RM-ED037
FY10	All	KDL-19BX200		AZ1K_5-3	181119761	M185B1-L02	CMO	NA		NA		185768211	MB	147424121	Power unit	148903711	RM-ED037
FY10	All	KDL-19BX200		AZ1K_5-3	181119771	M185B1-L03	CMO	NA		NA		185768211	MB	147424121	Power unit	148903711	RM-ED037
FY10	All	KDL-22BX200		AZ1K_5-3	181119811	LTA216AT01-S04	SAMSUNG	NA		NA		185768311	MB	147424211	Power unit	148903711	RM-ED037
FY10	All	KDL-22BX200		AZ1K_5-3	181119821	T216XW01 V100	AUO	NA		NA		185768311	MB	147424221	Power unit	148903711	RM-ED037
FY10	All	KDL-22BX200		AZ1K_5-3	181119831	LC220WXE TBA1	LG	NA		NA		185768311	MB	147424231	Power unit	148903711	RM-ED037
FY10	All	KDL-22BX200		AZ1K_5-3	181119841	LTA216AT01-S05	SAMSUNG	NA		NA		185768311	MB	147424211	Power unit	148903711	RM-ED037
FY10	All	KDL-22BX200		AZ1K_5-3	181119851	V216B1-L03 C1	CMO	NA		NA		185768311	MB	147424241	Power unit	148903711	RM-ED037
FY10	All	KDL-22BX20D		AZ1K_5-3D	181119811	LTA216AT01-S04	SAMSUNG	NA		NA		185768411	MB	147424211	Power unit	148903811	RM-ED038
FY10	All	KDL-22BX20D		AZ1K_5-3D	181119821	T216XW01 V100	AUO	NA		NA		185768411	MB	147424221	Power unit	148903811	RM-ED038
FY10	All	KDL-22BX20D		AZ1K_5-3D	181119831	LC220WXE TBA1	LG	NA		NA		185768411	MB	147424231	Power unit	148903811	RM-ED038
FY10	All	KDL-22BX20D		AZ1K_5-3D	181119841	LTA216AT01-S05	SAMSUNG	NA		NA		185768411	MB	147424211	Power unit	148903811	RM-ED038
FY10	All	KDL-22BX20D		AZ1K_5-3D	181119851	V216B1-L03 C1	CMO	NA		NA		185768411	MB	147424241	Power unit	148903811	RM-ED038
FY10	All	KDL-46HX900		AZ1L_2B-1	A1785369A	P-MOD46LTTT		185775011	LED-DRV (46)	185776011	X4498TPZZ	A1778484A	BAL	147423911	G6A	148775713	RM-ED032
FY10	All	KDL-46HX903		AZ1L_2B-1	A1785369A	P-MOD46LTTT		185775011	LED-DRV (46)	185776011	X4498TPZZ	A1778721A	BAL	147423911	G6A	148775713	RM-ED032
FY10	All	KDL-46HX905		AZ1L_2B-1	A1785369A	P-MOD46LTTT		185775011	LED-DRV (46)	185776011	X4498TPZZ	A1778735A	BAL	147423911	G6A	148775713	RM-ED032
FY10	All	KDL-52HX900		AZ1L_2B-1	A1785370A	P-MOD52LTTT	SONY	185775911	LED-DRV(52)	185776111	X4498TPZA	A1778484A	BAL	147423911	G6A	148775713	RM-ED032
FY10	All	KDL-52HX903		AZ1L_2B-1	A1785370A	P-MOD52LTTT	SONY	185775911	LED-DRV(52)	185776111	X4498TPZA	A1778721A	BAL	147423911	G6A	148775713	RM-ED032
FY10	All	KDL-52HX905		AZ1L_2B-1	A1785370A	P-MOD52LTTT	SONY	185775911	LED-DRV(52)	185776111	X4498TPZA	A1778735A	BAL	147423911	G6A	148775713	RM-ED032
FY10	All	KDL-40HX800		AZ1L_2B-1.5	181112711	LTY400HL02-001	S-LCD	185777411	LJ9702926A	185777311	LJ9403496C	A1778484A	BAL	147423811	G4E	148791411	RM-ED034
FY10	All	KDL-40HX803		AZ1L_2B-1.5	181112711	LTY400HL02-001	S-LCD	185777411	LJ9702926A	185777311	LJ9403496C	A1778721A	BAL	147423811	G4E	148791411	RM-ED034
FY10	All	KDL-40HX805		AZ1L_2B-1.5	181112711	LTY400HL02-001	S-LCD	185777411	LJ9702926A	185777311	LJ9403496C	A1778735A	BAL	147423811	G4E	148791411	RM-ED034
FY10	All	KDL-46HX800		AZ1L_2B-1.5	181112811	LTY460HQ03	S-LCD	185777711	LJ9702930A	185777611	LJ9403495D	A1778484A	BAL	147424011	G6B	148791411	RM-ED034
FY10	All	KDL-46HX803		AZ1L_2B-1.5	181112811	LTY460HQ03	S-LCD	185777711	LJ9702930A	185777611	LJ9403495D	A1778721A	BAL	147424011	G6B	148791411	RM-ED034
FY10	All	KDL-46HX805		AZ1L_2B-1.5	181112811	LTY460HQ03	S-LCD	185777711	LJ9702930A	185777611	LJ9403495D	A1778735A	BAL	147424011	G6B	148791411	RM-ED034
FY10	All	KDL-46HX805		AZ1L_2B-1.5	181112821	LTY460HQ03-102	S-LCD	185777711	LJ9702930A	185777621	LJ9403812A			147424011	G6B	148791411	RM-ED034
FY10	All	KDL-46HX805		AZ1L_2B-1.5	181112841	LTY460HQ03-201/202	S-LCD	185777711	LJ9702930A	189500311	LJ9403812D			147424011	G6B	148791411	RM-ED034
FY10	All	KDL-40HX700		AZ1L_2b-2	181106211	LTY400HL01	S-LCD	185764011	LJ9702541A	A1750253A	LJ9403111A	A1760331A	BAL	147420241	G2HEW	148770011	RM-ED035
FY10	All	KDL-40HX701		AZ1L_2b-2	181106211	LTY400HL01	S-LCD	185764011	LJ9702541A	A1750253A	LJ9403111A	A1760331A	BAL	147420241	G2HEW	148775811	RM-ED033
FY10	All	KDL-40HX703		AZ1L_2b-2	181106211	LTY400HL01	S-LCD	185764011	LJ9702541A	A1750253A	LJ9403111A	A1768994A	BAL T2	147420241	G2HEW	148770011	RM-ED035
FY10	All	KDL-40HX705		AZ1L_2b-2	181106211	LTY400HL01	S-LCD	185764011	LJ9702541A	A1750253A	LJ9403111A	A1769581A	BAL SAT	147420241	G2HEW	148770011	RM-ED035
FY10	All	KDL-46HX700		AZ1L_2b-2	181106311	LTY460HQ02	S-LCD	185764311	LJ9702538A	A1750254A	LJ9403146A	A1760331A	BAL	147420521	GD2W	148770011	RM-ED035
FY10	All	KDL-46HX703		AZ1L_2b-2	181106311	LTY460HQ02	S-LCD	185764311	LJ9702538A	A1750254A	LJ9403146A	A1768994A	BAL T2	147420521	GD2W	148770011	RM-ED035
FY10	All	KDL-46HX705		AZ1L_2b-2	181106311	LTY460HQ02	S-LCD	185764311	LJ9702538A	A1750254A	LJ9403146A	A1769581A	BAL SAT	147420521	GD2W	148770011	RM-ED035
FY10	All	KDL-32EX700		AZ1L_3A-0	181108811	LK315D3LA4S	SHARP	NA		185782211	K4353TPZZ	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-32EX701		AZ1L_3A-0	181108811	LK315D3LA4S	SHARP	NA		185782211	K4353TPZZ	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-32EX703		AZ1L_3A-0	181108811	LK315D3LA4S	SHARP	NA		185782211	K4353TPZZ	A1763468A	BAL T2	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-32EX705		AZ1L_3A-0	181108811	LK315D3LA4S	SHARP	NA		185782211	K4353TPZZ	A1763467A	BAL SAT	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-32EX706		AZ1L_3A-0	181108811	LK315D3LA4S	SHARP	NA		185782211	K4353TPZZ	A1763467A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-32EX707		AZ1L_3A-0	181108811	LK315D3LA4S	SHARP	NA		185782211	K4353TPZZ	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-32EX709		AZ1L_3A-0	181108811	LK315D3LA4S	SHARP	NA		185782211	K4353TPZZ	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-40EX700		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX701		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX703		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763468A	BAL T2	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX705		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763467A	BAL SAT	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX706		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763467A	BAL SAT	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX707		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-40EX708		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-40EX709		AZ1L_3A-0	181108911	LK400D3LA4S	SHARP	NA		185782311	K4353TPZA	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-46EX700		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763466A	BAL	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-46EX701		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763466A	BAL	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-46EX703		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763468A	BAL T2	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-46EX705		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763467A	BAL	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-46EX706		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763467A	BAL	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-46EX707		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763467A	BAL SAT	A1754367A	GE2B	148775811	RM-ED033
FY10	All	KDL-46EX708		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763467A	BAL SAT	A1754367A	GE2B	148775811	RM-ED033
FY10	All	KDL-46EX709		AZ1L_3A-0	181109011	LK460D3LA8S	SHARP	NA		185782611	K4353TPZB	A1763467A	BAL SAT	A1754367A	GE2B	148775811	RM-ED033
FY10	All	KDL-52EX700		AZ1L_3A-0	181109111	LK520D3LB1S	SHARP	NA		185782911	X4353TPZZ	A1763466A	BAL	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-52EX703		AZ1L_3A-0	181109111	LK520D3LB1S	SHARP	NA		185782911	X4353TPZZ	A1763468A	BAL T2	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-52EX705		AZ1L_3A-0	181109111	LK520D3LB1S	SHARP	NA		185782911	X4353TPZZ	A1763467A	BAL SAT	A1754367A	GE2B	148770011	RM-ED035
FY10	All	KDL-60EX700		AZ1L_3A-0	181109211	LK600D3LA5S	SHARP	NA		TBC		A1763466A	BAL	147421111	GE2A	148770011	RM-ED035
FY10	All	KDL-60EX703		AZ1L_3A-0	181109211	LK600D3LA5S	SHARP	NA		TBC		A1763468A	BAL T2	147421111	GE2A	148770011	RM-ED035
FY10	All	KDL-60EX705		AZ1L_3A-0	181109211	LK600D3LA5S	SHARP	NA		TBC		A1763467A	BAL SAT	147421111	GE2A	148770011	RM-ED035
FY10	All	KDL-32EX710		AZ1L_3a-0.3	181123111	T315HW07 V1	AUO	NA		185785011	5531T14C05	A1763466A	BAL	147425011	GE3C	148770011	RM-ED035
FY10	All	KDL-32EX711		AZ1L_3a-0.3	181123111	T315HW07 V1	AUO	NA		185785011	5531T14C05	A1763466A	BAL	147425011	GE3C	148770011	RM-ED035
FY10	All	KDL-32EX713		AZ1L_3a-0.3	181123111	T315HW07 V1	AUO	NA		185785011	5531T14C05	A1763468A	BAL UK	147425011	GE3C	148770011	RM-ED035
FY10	All	KDL-32EX715		AZ1L_3a-0.3	181123111	T315HW07 V1	AUO	NA		185785011	5531T14C05	A1763467A	BAL SAT	147425011	GE3C	148770011	RM-ED035
FY10	All	KDL-32EX716		AZ1L_3a-0.3	181123111	T315HW07 V1	AUO	NA		185785011	5531T14C05	A1763467A	BAL SAT	147425011	GE3C	148770011	RM-ED035
FY10	All	KDL-32EX717		AZ1L_3a-0.3	181123111	T315HW07 V1	AUO	NA		185785011	5531T14C05	A1763467A	BAL SAT	147425011	GE3C	148775811	RM-ED033
FY10	All	KDL-32EX719		AZ1L_3a-0.3	181123111	T315HW07 V1	AUO	NA		185785011	5531T14C05	A1763467A	BAL SAT	147425011	GE3C	148775811	RM-ED033
FY10	All	KDL-40EX710		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX711		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX713		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763468A	BAL UK	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX715		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763467A	BAL SAT	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX716		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763467A	BAL SAT	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-40EX717		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-40EX718		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-40EX719		AZ1L_3a-0.3	181122911	LTU400HF01	SLCD	NA		185781711	LJ9403666C	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-46EX710		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-46EX711		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763466A	BAL	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-46EX713		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763468A	BAL UK	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-46EX715		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763467A	BAL SAT	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-46EX716		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763467A	BAL SAT	147421311	GE3A	148770011	RM-ED035
FY10	All	KDL-46EX717		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-46EX718		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-46EX719		AZ1L_3a-0.3	181123211	T460HW04V5	AUO	NA		185785111	55.46T04.C11	A1763467A	BAL SAT	147421311	GE3A	148775811	RM-ED033
FY10	All	KDL-55EX710		AZ1L_3a-0.3	181123011	LTY550HJ02	SLCD	NA		185781911	LJ9403682C	A1763466A	BAL	147421211	GE2B	148770011	RM-ED035
FY10	All	KDL-55EX711		AZ1L_3a-0.3	181123011	LTY550HJ02	SLCD	NA		185781911	LJ9403682C	A1763466A	BAL	147421211	GE2B	148770011	RM-ED035
FY10	All	KDL-55EX713		AZ1L_3a-0.3	181123011	LTY550HJ02	SLCD	NA		185781911	LJ9403682C	A1763468A	BAL UK	147421211	GE2B	148770011	RM-ED035
FY10	All	KDL-55EX715		AZ1L_3a-0.3	181123011	LTY550HJ02	SLCD	NA		185781911	LJ9403682C	A1763467A	BAL SAT	147421211	GE2B	148770011	RM-ED035
FY10	All	KDL-32EX603		AZ1L_3a-0.5	181113611	LTY320HM02	S-LCD	NA		185771211	LJ9403424E	A1771980A	BAL UK	147421811	GE3-B	148770011	RM-ED035
FY10	All	KDL-32EX605		AZ1L_3a-0.5	181113611	LTY320HM02	S-LCD	NA		185771211	LJ9403424E	A1771979A	BAL SAT	147421811	GE3-B	148770011	RM-ED035
FY10	All	KDL-40EX603		AZ1L_3a-0.5	181113711	LTY400HM02	S-LCD	NA		185771511	LJ9403453E	A1771980A	BAL UK	147421811	GE3B	148770011	RM-ED035
FY10	All	KDL-40EX603		AZ1L_3a-0.5	181131211	LTY400HM04	S-LCD	NA		185794511	LJ9403781B	A1771980A	BAL UK	147427311	GE3E		
FY10	All	KDL-40EX605		AZ1L_3a-0.5	181113711	LTY400HM02	S-LCD	NA		185771511	LJ9403453E	A1771979A	BAL SAT	147421811	GE3B	148770011	RM-ED035
FY10	All	KDL-40EX605		AZ1L_3a-0.5	181131211	LTY400HM04	S-LCD	NA		185794511	LJ9403781B	A1771979A	BAL SAT	147427311	GE3E		
FY10	All	KDL-32EX500		AZ1L_3a-1	181105411	LTY320HF01	S-LCD	185763411	LJ9702545A	148903411	LJ9403257F	A1760331A	BAL	147420121	G2ME	148770011	RM-ED035
FY10	All	KDL-32EX501		AZ1L_3a-1	181105411	LTY320HF01	S-LCD	185763411	LJ9702545A	148903411	LJ9403257F	A1760331A	BAL	147420121	G2ME	148770011	RM-ED035
FY10	All	KDL-32EX503		AZ1L_3a-1	181105411	LTY320HF01	S-LCD	185763411	LJ9702545A	148903411	LJ9403257F	A1768994A	BAL T2	147420121	G2ME	148770011	RM-ED035
FY10	All	KDL-32EX504		AZ1L_3a-1	181105411	LTY320HF01	S-LCD	185763411	LJ9702545A	148903411	LJ9403257F	A1780319A	BAL	147420121	G2ME	148770011	RM-ED035
FY10	All	KDL-32EX505		AZ1L_3a-1	181105411	LTY320HF01	S-LCD	185763411	LJ9702545A	148903411	LJ9403257F	A1769581A	BAL SAT	147420121	G2ME	148770011	RM-ED035
FY10	All	KDL-32EX508		AZ1L_3a-1	181105411	LTY320HF01	S-LCD	185763411	LJ9702545A	148903411	LJ9403257F	A1769581A	BAL SAT	147420121	G2ME	148775811	RM-ED033
FY10	All	KDL-37EX500		AZ1L_3a-1	181107711	T370HW03V9	AUO	185770111	1937T05007	185770011	5537T05C54	A1760331A	BAL	147420221	G2HE	148770011	RM-ED035
FY10	All	KDL-37EX503		AZ1L_3a-1	181107711	T370HW03V9	AUO	185770111	1937T05007	185770011	5537T05C54	A1768994A	BAL T2	147420221	G2HE	148770011	RM-ED035
FY10	All	KDL-37EX504		AZ1L_3a-1	181107711	T370HW03V9	AUO	185770111	1937T05007	185770011	5537T05C54	A1780319A	BAL	147420221	G2HE	148770011	RM-ED035
FY10	All	KDL-37EX505		AZ1L_3a-1	181107711	T370HW03V9	AUO	185770111	1937T05007	185770011	5537T05C54	A1769581A	BAL SAT	147420221	G2HE	148770011	RM-ED035
